[2026-04-04 15:34:39] START 05_train_droid_curated
[train-sharded:train] 1/1197 shards | elapsed 01:00 | rate 0.02/shard/s | remaining 20:00:40 | epoch=1/1 shard=droid_train_0000.hdf5 samples=9450
[train-sharded:train] 169/1197 shards | elapsed 02:58:41 | rate 0.02/shard/s | remaining 18:06:53 | epoch=1/1 shard=droid_train_0168.hdf5 samples=9844
[train-sharded:train] 170/1197 shards | elapsed 02:59:56 | rate 0.02/shard/s | remaining 18:07:03 | epoch=1/1 shard=droid_train_0169.hdf5 samples=10333
[train-sharded:train] 171/1197 shards | elapsed 03:01:00 | rate 0.02/shard/s | remaining 18:06:02 | epoch=1/1 shard=droid_train_0170.hdf5 samples=9676
[train-sharded:train] 172/1197 shards | elapsed 03:02:16 | rate 0.02/shard/s | remaining 18:06:13 | epoch=1/1 shard=droid_train_0171.hdf5 samples=10413
[train-sharded:train] 173/1197 shards | elapsed 03:03:23 | rate 0.02/shard/s | remaining 18:05:27 | epoch=1/1 shard=droid_train_0172.hdf5 samples=9355
[train-sharded:train] 174/1197 shards | elapsed 03:04:29 | rate 0.02/shard/s | remaining 18:04:39 | epoch=1/1 shard=droid_train_0173.hdf5 samples=9726
[train-sharded:train] 175/1197 shards | elapsed 03:05:18 | rate 0.02/shard/s | remaining 18:02:09 | epoch=1/1 shard=droid_train_0174.hdf5 samples=7750
[train-sharded:train] 176/1197 shards | elapsed 03:06:06 | rate 0.02/shard/s | remaining 17:59:33 | epoch=1/1 shard=droid_train_0175.hdf5 samples=7742
[train-sharded:train] 177/1197 shards | elapsed 03:07:26 | rate 0.02/shard/s | remaining 18:00:07 | epoch=1/1 shard=droid_train_0176.hdf5 samples=10510
[train-sharded:train] 178/1197 shards | elapsed 03:08:49 | rate 0.02/shard/s | remaining 18:00:53 | epoch=1/1 shard=droid_train_0177.hdf5 samples=10719
[train-sharded:train] 179/1197 shards | elapsed 03:09:42 | rate 0.02/shard/s | remaining 17:58:50 | epoch=1/1 shard=droid_train_0178.hdf5 samples=8269
[train-sharded:train] 180/1197 shards | elapsed 03:10:41 | rate 0.02/shard/s | remaining 17:57:24 | epoch=1/1 shard=droid_train_0179.hdf5 samples=8893
[train-sharded:train] 181/1197 shards | elapsed 03:11:43 | rate 0.02/shard/s | remaining 17:56:10 | epoch=1/1 shard=droid_train_0180.hdf5 samples=9251
[train-sharded:train] 182/1197 shards | elapsed 03:12:49 | rate 0.02/shard/s | remaining 17:55:19 | epoch=1/1 shard=droid_train_0181.hdf5 samples=9127
[train-sharded:train] 183/1197 shards | elapsed 03:13:38 | rate 0.02/shard/s | remaining 17:52:55 | epoch=1/1 shard=droid_train_0182.hdf5 samples=7783
[train-sharded:train] 184/1197 shards | elapsed 03:14:49 | rate 0.02/shard/s | remaining 17:52:35 | epoch=1/1 shard=droid_train_0183.hdf5 samples=10183
[train-sharded:train] 185/1197 shards | elapsed 03:15:57 | rate 0.02/shard/s | remaining 17:51:55 | epoch=1/1 shard=droid_train_0184.hdf5 samples=9926
[train-sharded:train] 186/1197 shards | elapsed 03:16:48 | rate 0.02/shard/s | remaining 17:49:40 | epoch=1/1 shard=droid_train_0185.hdf5 samples=7866
[train-sharded:train] 187/1197 shards | elapsed 03:18:21 | rate 0.02/shard/s | remaining 17:51:18 | epoch=1/1 shard=droid_train_0186.hdf5 samples=10586
[train-sharded:train] 188/1197 shards | elapsed 03:19:19 | rate 0.02/shard/s | remaining 17:49:42 | epoch=1/1 shard=droid_train_0187.hdf5 samples=8604
[train-sharded:train] 189/1197 shards | elapsed 03:20:39 | rate 0.02/shard/s | remaining 17:50:09 | epoch=1/1 shard=droid_train_0188.hdf5 samples=10894
[train-sharded:train] 190/1197 shards | elapsed 03:21:43 | rate 0.02/shard/s | remaining 17:49:08 | epoch=1/1 shard=droid_train_0189.hdf5 samples=9314
[train-sharded:train] 191/1197 shards | elapsed 03:23:01 | rate 0.02/shard/s | remaining 17:49:17 | epoch=1/1 shard=droid_train_0190.hdf5 samples=10725
[train-sharded:train] 192/1197 shards | elapsed 03:24:31 | rate 0.02/shard/s | remaining 17:50:31 | epoch=1/1 shard=droid_train_0191.hdf5 samples=11387
[train-sharded:train] 193/1197 shards | elapsed 03:25:40 | rate 0.02/shard/s | remaining 17:49:53 | epoch=1/1 shard=droid_train_0192.hdf5 samples=9775
[train-sharded:train] 194/1197 shards | elapsed 03:26:36 | rate 0.02/shard/s | remaining 17:48:09 | epoch=1/1 shard=droid_train_0193.hdf5 samples=8651
[train-sharded:train] 195/1197 shards | elapsed 03:27:52 | rate 0.02/shard/s | remaining 17:48:06 | epoch=1/1 shard=droid_train_0194.hdf5 samples=10750
[train-sharded:train] 196/1197 shards | elapsed 03:28:42 | rate 0.02/shard/s | remaining 17:45:51 | epoch=1/1 shard=droid_train_0195.hdf5 samples=8091
[train-sharded:train] 197/1197 shards | elapsed 03:29:42 | rate 0.02/shard/s | remaining 17:44:27 | epoch=1/1 shard=droid_train_0196.hdf5 samples=9102
[train-sharded:train] 198/1197 shards | elapsed 03:30:40 | rate 0.02/shard/s | remaining 17:42:54 | epoch=1/1 shard=droid_train_0197.hdf5 samples=8827
[train-sharded:train] 199/1197 shards | elapsed 03:31:29 | rate 0.02/shard/s | remaining 17:40:36 | epoch=1/1 shard=droid_train_0198.hdf5 samples=8041
[train-sharded:train] 200/1197 shards | elapsed 03:32:17 | rate 0.02/shard/s | remaining 17:38:15 | epoch=1/1 shard=droid_train_0199.hdf5 samples=7917
[train-sharded:train] 201/1197 shards | elapsed 03:33:04 | rate 0.02/shard/s | remaining 17:35:47 | epoch=1/1 shard=droid_train_0200.hdf5 samples=7758
[train-sharded:train] 202/1197 shards | elapsed 03:34:14 | rate 0.02/shard/s | remaining 17:35:16 | epoch=1/1 shard=droid_train_0201.hdf5 samples=9828
[train-sharded:train] 203/1197 shards | elapsed 03:35:17 | rate 0.02/shard/s | remaining 17:34:10 | epoch=1/1 shard=droid_train_0202.hdf5 samples=9429
[train-sharded:train] 204/1197 shards | elapsed 03:36:42 | rate 0.02/shard/s | remaining 17:34:52 | epoch=1/1 shard=droid_train_0203.hdf5 samples=11152
[train-sharded:train] 205/1197 shards | elapsed 03:37:59 | rate 0.02/shard/s | remaining 17:34:52 | epoch=1/1 shard=droid_train_0204.hdf5 samples=10575
[train-sharded:train] 206/1197 shards | elapsed 03:39:14 | rate 0.02/shard/s | remaining 17:34:40 | epoch=1/1 shard=droid_train_0205.hdf5 samples=10097
[train-sharded:train] 207/1197 shards | elapsed 03:40:18 | rate 0.02/shard/s | remaining 17:33:37 | epoch=1/1 shard=droid_train_0206.hdf5 samples=9398
[train-sharded:train] 208/1197 shards | elapsed 03:41:16 | rate 0.02/shard/s | remaining 17:32:06 | epoch=1/1 shard=droid_train_0207.hdf5 samples=8865
[train-sharded:train] 209/1197 shards | elapsed 03:42:09 | rate 0.02/shard/s | remaining 17:30:10 | epoch=1/1 shard=droid_train_0208.hdf5 samples=8541
[train-sharded:train] 210/1197 shards | elapsed 03:43:07 | rate 0.02/shard/s | remaining 17:28:41 | epoch=1/1 shard=droid_train_0209.hdf5 samples=9048
[train-sharded:train] 211/1197 shards | elapsed 03:43:58 | rate 0.02/shard/s | remaining 17:26:37 | epoch=1/1 shard=droid_train_0210.hdf5 samples=8095
[train-sharded:train] 212/1197 shards | elapsed 03:44:50 | rate 0.02/shard/s | remaining 17:24:37 | epoch=1/1 shard=droid_train_0211.hdf5 samples=8147
[train-sharded:train] 213/1197 shards | elapsed 03:45:54 | rate 0.02/shard/s | remaining 17:23:36 | epoch=1/1 shard=droid_train_0212.hdf5 samples=9456
[train-sharded:train] 214/1197 shards | elapsed 03:46:58 | rate 0.02/shard/s | remaining 17:22:33 | epoch=1/1 shard=droid_train_0213.hdf5 samples=9388
[train-sharded:train] 215/1197 shards | elapsed 03:48:04 | rate 0.02/shard/s | remaining 17:21:40 | epoch=1/1 shard=droid_train_0214.hdf5 samples=9698
[train-sharded:train] 216/1197 shards | elapsed 03:49:20 | rate 0.02/shard/s | remaining 17:21:32 | epoch=1/1 shard=droid_train_0215.hdf5 samples=9772
[train-sharded:train] 217/1197 shards | elapsed 03:50:21 | rate 0.02/shard/s | remaining 17:20:18 | epoch=1/1 shard=droid_train_0216.hdf5 samples=9147
[train-sharded:train] 218/1197 shards | elapsed 03:51:26 | rate 0.02/shard/s | remaining 17:19:21 | epoch=1/1 shard=droid_train_0217.hdf5 samples=9444
[train-sharded:train] 219/1197 shards | elapsed 03:52:40 | rate 0.02/shard/s | remaining 17:19:01 | epoch=1/1 shard=droid_train_0218.hdf5 samples=9604
[train-sharded:train] 220/1197 shards | elapsed 03:53:53 | rate 0.02/shard/s | remaining 17:18:40 | epoch=1/1 shard=droid_train_0219.hdf5 samples=10330
[train-sharded:train] 221/1197 shards | elapsed 03:54:49 | rate 0.02/shard/s | remaining 17:16:59 | epoch=1/1 shard=droid_train_0220.hdf5 samples=8574
[train-sharded:train] 222/1197 shards | elapsed 03:55:58 | rate 0.02/shard/s | remaining 17:16:20 | epoch=1/1 shard=droid_train_0221.hdf5 samples=9352
[train-sharded:train] 223/1197 shards | elapsed 03:57:11 | rate 0.02/shard/s | remaining 17:15:55 | epoch=1/1 shard=droid_train_0222.hdf5 samples=10034
[train-sharded:train] 224/1197 shards | elapsed 03:58:14 | rate 0.02/shard/s | remaining 17:14:48 | epoch=1/1 shard=droid_train_0223.hdf5 samples=9283
[train-sharded:train] 225/1197 shards | elapsed 03:59:16 | rate 0.02/shard/s | remaining 17:13:36 | epoch=1/1 shard=droid_train_0224.hdf5 samples=9512
[train-sharded:train] 226/1197 shards | elapsed 04:00:25 | rate 0.02/shard/s | remaining 17:12:55 | epoch=1/1 shard=droid_train_0225.hdf5 samples=10093
[train-sharded:train] 227/1197 shards | elapsed 04:01:34 | rate 0.02/shard/s | remaining 17:12:13 | epoch=1/1 shard=droid_train_0226.hdf5 samples=9612
[train-sharded:train] 228/1197 shards | elapsed 04:02:33 | rate 0.02/shard/s | remaining 17:10:49 | epoch=1/1 shard=droid_train_0227.hdf5 samples=8673
[train-sharded:train] 229/1197 shards | elapsed 04:03:39 | rate 0.02/shard/s | remaining 17:09:57 | epoch=1/1 shard=droid_train_0228.hdf5 samples=9786
[train-sharded:train] 230/1197 shards | elapsed 04:04:41 | rate 0.02/shard/s | remaining 17:08:44 | epoch=1/1 shard=droid_train_0229.hdf5 samples=9361
[train-sharded:train] 231/1197 shards | elapsed 04:05:59 | rate 0.02/shard/s | remaining 17:08:41 | epoch=1/1 shard=droid_train_0230.hdf5 samples=11113
[train-sharded:train] 232/1197 shards | elapsed 04:07:14 | rate 0.02/shard/s | remaining 17:08:22 | epoch=1/1 shard=droid_train_0231.hdf5 samples=10120
[train-sharded:train] 233/1197 shards | elapsed 04:08:04 | rate 0.02/shard/s | remaining 17:06:21 | epoch=1/1 shard=droid_train_0232.hdf5 samples=8100
[train-sharded:train] 234/1197 shards | elapsed 04:09:13 | rate 0.02/shard/s | remaining 17:05:39 | epoch=1/1 shard=droid_train_0233.hdf5 samples=9722
[train-sharded:train] 235/1197 shards | elapsed 04:10:27 | rate 0.02/shard/s | remaining 17:05:16 | epoch=1/1 shard=droid_train_0234.hdf5 samples=10351
[train-sharded:train] 236/1197 shards | elapsed 04:11:39 | rate 0.02/shard/s | remaining 17:04:42 | epoch=1/1 shard=droid_train_0235.hdf5 samples=9800
[train-sharded:train] 237/1197 shards | elapsed 04:12:54 | rate 0.02/shard/s | remaining 17:04:24 | epoch=1/1 shard=droid_train_0236.hdf5 samples=10280
[train-sharded:train] 238/1197 shards | elapsed 04:13:39 | rate 0.02/shard/s | remaining 17:02:05 | epoch=1/1 shard=droid_train_0237.hdf5 samples=7751
[train-sharded:train] 239/1197 shards | elapsed 04:14:42 | rate 0.02/shard/s | remaining 17:00:58 | epoch=1/1 shard=droid_train_0238.hdf5 samples=9535
[train-sharded:train] 240/1197 shards | elapsed 04:15:35 | rate 0.02/shard/s | remaining 16:59:09 | epoch=1/1 shard=droid_train_0239.hdf5 samples=8307
[train-sharded:train] 241/1197 shards | elapsed 04:16:40 | rate 0.02/shard/s | remaining 16:58:10 | epoch=1/1 shard=droid_train_0240.hdf5 samples=9446
[train-sharded:train] 242/1197 shards | elapsed 04:17:48 | rate 0.02/shard/s | remaining 16:57:20 | epoch=1/1 shard=droid_train_0241.hdf5 samples=10033
[train-sharded:train] 243/1197 shards | elapsed 04:18:55 | rate 0.02/shard/s | remaining 16:56:30 | epoch=1/1 shard=droid_train_0242.hdf5 samples=9835
[train-sharded:train] 244/1197 shards | elapsed 04:20:04 | rate 0.02/shard/s | remaining 16:55:44 | epoch=1/1 shard=droid_train_0243.hdf5 samples=9652
[train-sharded:train] 245/1197 shards | elapsed 04:21:17 | rate 0.02/shard/s | remaining 16:55:18 | epoch=1/1 shard=droid_train_0244.hdf5 samples=10095
[train-sharded:train] 246/1197 shards | elapsed 04:22:23 | rate 0.02/shard/s | remaining 16:54:22 | epoch=1/1 shard=droid_train_0245.hdf5 samples=9482
[train-sharded:train] 247/1197 shards | elapsed 04:23:26 | rate 0.02/shard/s | remaining 16:53:13 | epoch=1/1 shard=droid_train_0246.hdf5 samples=9392
[train-sharded:train] 248/1197 shards | elapsed 04:24:58 | rate 0.02/shard/s | remaining 16:53:54 | epoch=1/1 shard=droid_train_0247.hdf5 samples=11797
[train-sharded:train] 249/1197 shards | elapsed 04:25:50 | rate 0.02/shard/s | remaining 16:52:05 | epoch=1/1 shard=droid_train_0248.hdf5 samples=8307
[train-sharded:train] 250/1197 shards | elapsed 04:27:15 | rate 0.02/shard/s | remaining 16:52:21 | epoch=1/1 shard=droid_train_0249.hdf5 samples=10886
[train-sharded:train] 251/1197 shards | elapsed 04:28:13 | rate 0.02/shard/s | remaining 16:50:54 | epoch=1/1 shard=droid_train_0250.hdf5 samples=8793
[train-sharded:train] 252/1197 shards | elapsed 04:29:17 | rate 0.02/shard/s | remaining 16:49:48 | epoch=1/1 shard=droid_train_0251.hdf5 samples=9472
[train-sharded:train] 253/1197 shards | elapsed 04:30:09 | rate 0.02/shard/s | remaining 16:48:00 | epoch=1/1 shard=droid_train_0252.hdf5 samples=8255
[train-sharded:train] 254/1197 shards | elapsed 04:30:56 | rate 0.02/shard/s | remaining 16:45:54 | epoch=1/1 shard=droid_train_0253.hdf5 samples=7532
[train-sharded:train] 255/1197 shards | elapsed 04:32:06 | rate 0.02/shard/s | remaining 16:45:09 | epoch=1/1 shard=droid_train_0254.hdf5 samples=10039
[train-sharded:train] 256/1197 shards | elapsed 04:32:57 | rate 0.02/shard/s | remaining 16:43:19 | epoch=1/1 shard=droid_train_0255.hdf5 samples=8161
[train-sharded:train] 257/1197 shards | elapsed 04:34:01 | rate 0.02/shard/s | remaining 16:42:13 | epoch=1/1 shard=droid_train_0256.hdf5 samples=9286
[train-sharded:train] 258/1197 shards | elapsed 04:35:02 | rate 0.02/shard/s | remaining 16:40:58 | epoch=1/1 shard=droid_train_0257.hdf5 samples=9113
[train-sharded:train] 259/1197 shards | elapsed 04:36:01 | rate 0.02/shard/s | remaining 16:39:37 | epoch=1/1 shard=droid_train_0258.hdf5 samples=8991
[train-sharded:train] 260/1197 shards | elapsed 04:36:54 | rate 0.02/shard/s | remaining 16:37:54 | epoch=1/1 shard=droid_train_0259.hdf5 samples=8498
[train-sharded:train] 261/1197 shards | elapsed 04:37:50 | rate 0.02/shard/s | remaining 16:36:23 | epoch=1/1 shard=droid_train_0260.hdf5 samples=8527
[train-sharded:train] 262/1197 shards | elapsed 04:39:06 | rate 0.02/shard/s | remaining 16:36:03 | epoch=1/1 shard=droid_train_0261.hdf5 samples=10670
[train-sharded:train] 263/1197 shards | elapsed 04:40:09 | rate 0.02/shard/s | remaining 16:34:53 | epoch=1/1 shard=droid_train_0262.hdf5 samples=9202
[train-sharded:train] 264/1197 shards | elapsed 04:41:08 | rate 0.02/shard/s | remaining 16:33:32 | epoch=1/1 shard=droid_train_0263.hdf5 samples=8897
[train-sharded:train] 265/1197 shards | elapsed 04:42:06 | rate 0.02/shard/s | remaining 16:32:08 | epoch=1/1 shard=droid_train_0264.hdf5 samples=8752
[train-sharded:train] 266/1197 shards | elapsed 04:42:56 | rate 0.02/shard/s | remaining 16:30:16 | epoch=1/1 shard=droid_train_0265.hdf5 samples=8098
[train-sharded:train] 267/1197 shards | elapsed 04:43:53 | rate 0.02/shard/s | remaining 16:28:48 | epoch=1/1 shard=droid_train_0266.hdf5 samples=8903
[train-sharded:train] 268/1197 shards | elapsed 04:44:52 | rate 0.02/shard/s | remaining 16:27:28 | epoch=1/1 shard=droid_train_0267.hdf5 samples=9446
[train-sharded:train] 269/1197 shards | elapsed 04:46:12 | rate 0.02/shard/s | remaining 16:27:19 | epoch=1/1 shard=droid_train_0268.hdf5 samples=10517
[train-sharded:train] 270/1197 shards | elapsed 04:47:16 | rate 0.02/shard/s | remaining 16:26:17 | epoch=1/1 shard=droid_train_0269.hdf5 samples=9635
[train-sharded:train] 271/1197 shards | elapsed 04:48:10 | rate 0.02/shard/s | remaining 16:24:39 | epoch=1/1 shard=droid_train_0270.hdf5 samples=8741
[train-sharded:train] 272/1197 shards | elapsed 04:49:06 | rate 0.02/shard/s | remaining 16:23:09 | epoch=1/1 shard=droid_train_0271.hdf5 samples=8414
[train-sharded:train] 273/1197 shards | elapsed 04:50:12 | rate 0.02/shard/s | remaining 16:22:14 | epoch=1/1 shard=droid_train_0272.hdf5 samples=9507
[train-sharded:train] 274/1197 shards | elapsed 04:51:17 | rate 0.02/shard/s | remaining 16:21:13 | epoch=1/1 shard=droid_train_0273.hdf5 samples=9676
[train-sharded:train] 275/1197 shards | elapsed 04:52:19 | rate 0.02/shard/s | remaining 16:20:04 | epoch=1/1 shard=droid_train_0274.hdf5 samples=9219
[train-sharded:train] 276/1197 shards | elapsed 04:53:18 | rate 0.02/shard/s | remaining 16:18:43 | epoch=1/1 shard=droid_train_0275.hdf5 samples=9112
[train-sharded:train] 277/1197 shards | elapsed 04:54:13 | rate 0.02/shard/s | remaining 16:17:11 | epoch=1/1 shard=droid_train_0276.hdf5 samples=8571
[train-sharded:train] 278/1197 shards | elapsed 04:54:57 | rate 0.02/shard/s | remaining 16:15:03 | epoch=1/1 shard=droid_train_0277.hdf5 samples=7529
[train-sharded:train] 279/1197 shards | elapsed 04:56:07 | rate 0.02/shard/s | remaining 16:14:19 | epoch=1/1 shard=droid_train_0278.hdf5 samples=10006
[train-sharded:train] 280/1197 shards | elapsed 04:57:08 | rate 0.02/shard/s | remaining 16:13:08 | epoch=1/1 shard=droid_train_0279.hdf5 samples=8986
[train-sharded:train] 281/1197 shards | elapsed 04:57:58 | rate 0.02/shard/s | remaining 16:11:20 | epoch=1/1 shard=droid_train_0280.hdf5 samples=7986
[train-sharded:train] 282/1197 shards | elapsed 04:58:55 | rate 0.02/shard/s | remaining 16:09:52 | epoch=1/1 shard=droid_train_0281.hdf5 samples=8398
[train-sharded:train] 283/1197 shards | elapsed 04:59:48 | rate 0.02/shard/s | remaining 16:08:17 | epoch=1/1 shard=droid_train_0282.hdf5 samples=8770
[train-sharded:train] 284/1197 shards | elapsed 05:00:48 | rate 0.02/shard/s | remaining 16:07:02 | epoch=1/1 shard=droid_train_0283.hdf5 samples=8863
[train-sharded:train] 285/1197 shards | elapsed 05:01:58 | rate 0.02/shard/s | remaining 16:06:17 | epoch=1/1 shard=droid_train_0284.hdf5 samples=9724
[train-sharded:train] 286/1197 shards | elapsed 05:02:46 | rate 0.02/shard/s | remaining 16:04:23 | epoch=1/1 shard=droid_train_0285.hdf5 samples=7800
[train-sharded:train] 287/1197 shards | elapsed 05:03:44 | rate 0.02/shard/s | remaining 16:03:04 | epoch=1/1 shard=droid_train_0286.hdf5 samples=8910
[train-sharded:train] 288/1197 shards | elapsed 05:04:57 | rate 0.02/shard/s | remaining 16:02:30 | epoch=1/1 shard=droid_train_0287.hdf5 samples=10065
[train-sharded:train] 289/1197 shards | elapsed 05:06:01 | rate 0.02/shard/s | remaining 16:01:29 | epoch=1/1 shard=droid_train_0288.hdf5 samples=9410
[train-sharded:train] 290/1197 shards | elapsed 05:06:55 | rate 0.02/shard/s | remaining 15:59:55 | epoch=1/1 shard=droid_train_0289.hdf5 samples=8349
[train-sharded:train] 291/1197 shards | elapsed 05:07:58 | rate 0.02/shard/s | remaining 15:58:50 | epoch=1/1 shard=droid_train_0290.hdf5 samples=9353
[train-sharded:train] 292/1197 shards | elapsed 05:09:12 | rate 0.02/shard/s | remaining 15:58:19 | epoch=1/1 shard=droid_train_0291.hdf5 samples=10297
[train-sharded:train] 293/1197 shards | elapsed 05:10:17 | rate 0.02/shard/s | remaining 15:57:20 | epoch=1/1 shard=droid_train_0292.hdf5 samples=9672
[train-sharded:train] 294/1197 shards | elapsed 05:11:05 | rate 0.02/shard/s | remaining 15:55:28 | epoch=1/1 shard=droid_train_0293.hdf5 samples=7800
[train-sharded:train] 295/1197 shards | elapsed 05:12:00 | rate 0.02/shard/s | remaining 15:53:59 | epoch=1/1 shard=droid_train_0294.hdf5 samples=8429
[train-sharded:train] 296/1197 shards | elapsed 05:13:19 | rate 0.02/shard/s | remaining 15:53:44 | epoch=1/1 shard=droid_train_0295.hdf5 samples=10007
[train-sharded:train] 297/1197 shards | elapsed 05:14:16 | rate 0.02/shard/s | remaining 15:52:20 | epoch=1/1 shard=droid_train_0296.hdf5 samples=8946
[train-sharded:train] 298/1197 shards | elapsed 05:15:13 | rate 0.02/shard/s | remaining 15:50:56 | epoch=1/1 shard=droid_train_0297.hdf5 samples=8686
[train-sharded:train] 299/1197 shards | elapsed 05:16:24 | rate 0.02/shard/s | remaining 15:50:15 | epoch=1/1 shard=droid_train_0298.hdf5 samples=10311
[train-sharded:train] 300/1197 shards | elapsed 05:17:16 | rate 0.02/shard/s | remaining 15:48:37 | epoch=1/1 shard=droid_train_0299.hdf5 samples=8006
